Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share
Justin Jefferson,MIN,WR,17.00,200.80,11.81,522.00,95.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.00,90.53,141.00,84.00,1048.00,2.00,7.43,12.48,59.57,451.00,5.37,49.00,50.00,3.00,8.29,4.94,61.65,17.00,2.00,-12.89,-0.09,-41.56,-16.50,522.00,2.01,12.00,8.51,348.00,0.00,95.00,67.38,88.42,29.00,20.57,10.00,34.48,10.00,6.00,6.32,49.64,7.00,49.04,2.40,48.28,1.69,2.68,0.50,30.65,1.02,69.35,2.44,26.24,13.48,31.21,12.06,15.60,383.00,73.37,2.00,129.00,24.71,2.02,10.00,1.92,2.20,0.00,0.00,0.00,0.00,0.00,0.00,1438.00,10.20,84.59,2.76,0.73,0.66,38.28,699.00,48.61,739.00,51.39,61.00,21.00,5.00,23.81,14.89,159.00,0.00,25.92,97.00,68.79,16.96,143.00,14.99
Juwan Johnson,NO,TE,17.00,183.90,10.82,520.00,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.00,71.92,102.00,77.00,889.00,3.00,8.72,11.54,75.49,362.00,4.70,43.00,52.00,0.00,6.00,4.53,52.29,4.00,1.00,35.22,0.34,69.61,3.30,520.00,1.71,11.00,10.78,332.00,1.00,86.00,84.31,89.54,20.00,19.61,10.00,50.00,8.00,7.00,8.14,55.88,9.00,41.73,1.94,55.00,1.57,2.88,1.27,23.08,1.32,76.54,1.83,19.61,9.80,46.08,10.78,13.72,89.00,17.11,1.18,277.00,53.27,1.95,14.00,2.69,1.07,65.00,12.50,1.63,75.00,14.42,1.64,773.00,7.58,45.47,1.49,1.15,0.35,16.15,603.00,78.01,170.00,21.99,63.00,7.00,6.00,85.71,6.86,200.00,0.00,15.94,73.00,71.57,10.80,102.00,9.49
KaVontae Turpin,DAL,WR,15.00,86.50,5.77,234.00,35.72,349.00,30.37,17.00,89.00,5.24,0.00,1.00,1.00,3.00,0.00,0.00,0.00,-3.17,-0.19,17.80,-17.53,41.18,2.53,2.71,4.00,23.53,2.94,1.00,5.88,25.00,0.00,5.88,3.20,1.76,1.47,0.00,11.76,0.00,1.00,5.88,-1.00,4.00,23.53,8.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,29.41,3.20,0.00,0.00,0.00,0.00,0.00,0.00,3.66,43.00,4.86,55.00,4.91,4.18,5.17,5.16,1.54,3.91,349.00,30.37,38.00,26.00,396.00,2.00,,,,,,,,,2.53,1.73,26.40,,,16.72,0.44,78.70,14.70,234.00,1.69,5.00,13.16,219.00,1.00,31.00,81.58,83.87,2.00,5.26,2.00,100.00,1.00,4.00,12.90,52.63,4.00,42.31,2.05,53.42,1.54,4.27,0.10,36.33,1.86,63.68,1.60,10.53,15.79,34.21,21.05,18.42,54.00,23.08,2.43,172.00,73.50,1.50,8.00,3.42,0.88,0.00,0.00,0.00,0.00,0.00,0.00,339.00,8.92,22.60,1.45,1.17,0.13,6.69,201.00,59.29,138.00,40.71,19.00,5.00,3.00,60.00,13.16,150.00,1.00,5.80,20.00,52.63,2.92,55.00,4.91
Kalif Raymond,DET,WR,14.00,58.90,4.21,213.00,34.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.00,32.30,30.00,24.00,289.00,1.00,,,,,,,,,2.14,1.71,20.64,,,15.21,0.51,68.56,16.01,213.00,1.36,4.00,13.33,101.00,1.00,26.00,86.67,92.31,2.00,6.67,2.00,100.00,1.00,1.00,3.85,66.67,4.00,46.95,1.07,48.36,1.70,4.70,0.70,28.64,1.95,71.36,1.12,13.33,10.00,40.00,20.00,16.67,123.00,57.75,1.29,85.00,39.91,1.33,4.00,1.88,4.25,1.00,0.47,0.00,0.00,0.00,0.00,169.00,5.63,12.07,0.79,1.71,0.10,4.53,159.00,94.08,10.00,5.92,4.00,2.00,1.00,50.00,6.67,30.00,0.00,4.83,15.00,50.00,2.40,32.00,3.01
Kareem Hunt,KC,RB,17.00,147.40,8.67,296.00,46.91,497.00,44.42,163.00,611.00,3.75,8.00,2.00,1.00,55.00,38.00,15.00,7.00,8.19,0.05,126.31,6.56,47.85,1.68,2.07,27.00,16.56,2.15,10.00,6.14,145.00,0.00,1.84,3.32,1.24,0.89,4.26,13.50,82.61,58.00,35.58,4.10,34.00,20.86,4.00,24.00,14.72,3.92,30.00,18.40,3.07,7.00,4.29,3.29,63.00,38.65,3.32,0.00,0.00,0.00,0.00,0.00,0.00,37.91,181.00,22.82,188.00,17.72,46.04,22.82,17.72,9.59,10.65,497.00,44.42,25.00,18.00,143.00,1.00,5.72,7.94,72.00,153.00,8.50,8.00,22.00,0.00,1.47,1.06,8.41,2.00,1.00,1.38,0.06,39.80,16.48,296.00,0.48,1.00,4.00,22.00,0.00,19.00,76.00,94.74,2.00,8.00,0.00,0.00,0.00,1.00,5.26,44.00,3.00,53.04,0.43,41.22,0.51,5.40,0.81,40.88,0.35,58.78,0.58,12.00,28.00,44.00,16.00,0.00,7.00,2.37,0.00,7.00,2.37,0.00,278.00,93.92,0.51,1.00,0.34,0.00,3.00,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,-10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96,7.00,28.00,1.02,188.00,17.72
Kayshon Boutte,NE,WR,14.00,124.10,8.86,333.00,60.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.00,52.03,46.00,33.00,551.00,6.00,11.98,16.70,71.74,38.00,1.15,27.00,39.00,1.00,3.29,2.36,39.36,8.00,5.00,36.86,0.80,211.37,48.12,333.00,1.66,10.00,21.74,270.00,4.00,37.00,80.44,89.19,10.00,21.74,4.00,40.00,8.00,2.00,5.40,71.74,3.00,50.75,1.76,44.14,1.73,5.11,0.00,30.63,1.17,69.37,1.87,32.61,13.04,43.48,6.52,4.35,298.00,89.49,1.75,34.00,10.21,0.85,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.30,0.00,781.00,16.98,55.79,2.35,0.71,0.24,16.93,563.00,72.09,218.00,27.91,58.00,13.00,9.00,69.23,28.26,250.00,4.00,8.36,37.00,80.44,6.04,46.00,4.41
Keenan Allen,LAC,WR,17.00,182.70,10.75,431.00,68.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.00,51.87,122.00,81.00,777.00,4.00,6.37,9.59,66.39,231.00,2.85,50.00,31.00,1.00,7.18,4.76,45.71,12.00,4.00,34.92,0.29,47.58,-7.70,431.00,1.80,6.00,4.92,165.00,1.00,93.00,76.23,87.10,26.00,21.31,10.00,38.46,4.00,3.00,3.23,54.10,6.00,52.90,1.84,41.76,1.82,5.10,1.36,43.39,1.29,56.38,2.21,26.23,21.31,27.87,9.84,13.93,251.00,58.24,1.58,178.00,41.30,2.10,2.00,0.46,3.50,0.00,0.00,0.00,0.00,0.00,0.00,1027.00,8.42,60.41,2.38,0.76,0.45,22.59,671.00,65.34,356.00,34.66,31.00,14.00,4.00,28.57,11.48,111.00,1.00,19.40,86.00,70.49,12.56,122.00,11.14
Kendrick Bourne,SF,WR,16.00,92.10,5.76,343.00,57.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.00,51.44,53.00,37.00,551.00,0.00,10.40,14.89,69.81,165.00,4.46,27.00,56.00,2.00,3.31,2.31,34.44,1.00,0.00,20.55,0.39,137.27,21.20,343.00,1.61,5.00,9.43,178.00,0.00,46.00,86.79,80.44,8.00,15.09,4.00,50.00,2.00,6.00,13.04,64.15,3.00,46.65,1.42,51.60,1.82,1.75,0.00,28.57,0.97,71.43,1.86,18.87,18.87,35.85,3.77,20.76,255.00,74.34,1.69,82.00,23.91,1.38,6.00,1.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,584.00,11.02,36.50,1.70,0.94,0.23,13.59,484.00,82.88,100.00,17.12,45.00,6.00,2.00,33.33,11.32,66.00,0.00,8.82,41.00,77.36,6.54,53.00,4.90
Kenneth Gainwell,PIT,RB,17.00,223.30,13.14,344.00,59.21,485.00,48.45,114.00,537.00,4.71,5.00,1.00,0.00,34.00,23.00,9.00,3.00,-0.25,-0.00,101.57,11.28,45.61,2.25,2.46,25.00,21.93,2.76,15.00,13.16,260.00,0.00,3.51,4.95,1.68,2.28,4.15,21.05,64.29,25.00,21.93,5.04,36.00,31.58,2.50,16.00,14.04,4.31,29.00,25.44,7.17,2.00,1.75,1.50,62.00,54.39,4.95,2.00,1.75,4.50,0.00,0.00,0.00,28.01,187.00,24.22,199.00,20.14,30.08,24.22,20.14,7.12,11.69,485.00,48.45,85.00,73.00,486.00,3.00,5.72,6.66,85.88,528.00,7.23,23.00,45.00,0.00,5.00,4.29,28.59,2.00,0.00,3.94,0.05,63.98,0.30,344.00,1.41,3.00,3.53,93.00,1.00,73.00,85.88,100.00,4.00,4.71,4.00,100.00,2.00,2.00,2.74,41.18,9.00,42.15,1.63,55.23,1.29,2.62,0.56,34.01,1.30,65.99,1.47,7.06,5.88,61.18,18.82,7.06,25.00,7.27,2.64,43.00,12.50,2.74,218.00,63.37,1.26,0.00,0.00,0.00,58.00,16.86,0.48,-17.00,-0.20,-1.00,-0.05,-28.59,0.22,-0.52,-74.00,435.29,57.00,-335.29,-2.00,1.00,1.00,100.00,1.18,45.00,1.00,14.63,22.00,25.88,3.70,199.00,20.14
Kenneth Walker III,SEA,RB,17.00,191.90,11.29,220.00,43.31,465.00,45.19,221.00,1027.00,4.65,5.00,0.00,0.00,46.00,34.00,8.00,2.00,-20.09,-0.09,64.69,-1.12,38.01,2.37,2.28,76.00,34.39,2.58,33.00,14.93,565.00,2.00,3.62,5.04,1.13,2.56,4.14,19.00,75.00,39.00,17.65,4.77,77.00,34.84,5.47,29.00,13.12,2.59,58.00,26.24,4.66,7.00,3.17,3.14,97.00,43.89,5.04,0.00,0.00,0.00,0.00,0.00,0.00,43.59,252.00,30.29,257.00,25.32,47.73,30.29,25.32,13.00,14.82,465.00,45.19,36.00,31.00,282.00,0.00,7.83,9.10,86.11,339.00,10.94,12.00,46.00,0.00,2.12,1.82,16.59,1.00,0.00,6.84,0.19,45.71,8.88,220.00,1.28,5.00,13.89,147.00,0.00,32.00,88.89,96.88,0.00,0.00,0.00,0.00,0.00,2.00,6.25,41.67,4.00,53.18,1.34,45.00,1.12,1.82,3.50,22.73,1.62,77.27,1.18,8.33,8.33,55.56,19.44,5.56,11.00,5.00,2.64,23.00,10.46,1.44,184.00,83.64,1.20,0.00,0.00,0.00,2.00,0.91,0.00,-41.00,-1.14,-2.41,-0.19,-6.88,0.10,-1.09,-48.00,117.07,7.00,-17.07,3.00,0.00,0.00,0.00,0.00,0.00,0.00,7.09,6.00,16.67,1.15,257.00,25.32
Keon Coleman,BUF,WR,13.00,103.50,7.96,287.00,53.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.00,48.06,59.00,38.00,415.00,4.00,7.03,10.92,64.41,88.00,2.32,26.00,37.00,1.00,4.54,2.92,31.92,7.00,4.00,13.23,0.22,31.55,-6.02,287.00,1.45,5.00,8.48,138.00,1.00,43.00,72.88,88.37,12.00,20.34,5.00,41.67,3.00,4.00,9.30,59.32,1.00,57.84,1.52,35.89,1.24,5.92,2.06,40.42,1.40,59.23,1.48,40.68,20.34,32.20,3.39,3.39,227.00,79.09,1.53,57.00,19.86,1.18,0.00,0.00,0.00,1.00,0.35,0.00,2.00,0.70,0.00,659.00,11.17,50.69,2.30,0.63,0.29,18.24,359.00,54.48,300.00,45.52,22.00,11.00,3.00,27.27,18.64,76.00,1.00,11.03,44.00,74.58,7.52,59.00,5.45
Kevin Austin Jr.,NO,WR,7.00,33.00,4.71,145.00,22.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.00,20.61,23.00,13.00,140.00,1.00,,,,,,,,,3.29,1.86,20.00,,,0.34,0.02,-29.72,-29.57,145.00,0.97,1.00,4.35,36.00,0.00,16.00,69.56,81.25,3.00,13.04,0.00,0.00,0.00,2.00,12.50,34.78,0.00,38.62,0.80,57.24,1.10,2.07,1.33,17.24,0.32,80.69,1.13,26.09,13.04,26.09,13.04,21.74,91.00,62.76,0.77,53.00,36.55,1.32,1.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.00,8.30,27.29,1.32,0.73,0.08,3.99,101.00,52.88,90.00,47.12,13.00,2.00,0.00,0.00,8.70,0.00,0.00,3.59,17.00,73.91,2.52,23.00,2.14
Khalil Shakir,BUF,WR,16.00,164.60,10.29,389.00,72.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.00,53.18,95.00,72.00,686.00,4.00,7.22,9.53,75.79,508.00,7.06,29.00,54.00,0.00,5.94,4.50,42.88,1.00,1.00,9.39,0.10,-13.30,-14.43,389.00,1.76,7.00,7.37,248.00,2.00,77.00,81.05,93.51,13.00,13.68,7.00,53.85,1.00,3.00,3.90,44.21,15.00,58.61,1.23,37.28,2.50,3.86,2.53,41.39,1.58,58.36,1.87,16.84,13.68,44.21,10.53,13.68,110.00,28.28,2.29,255.00,65.55,1.44,19.00,4.88,3.53,1.00,0.26,-1.00,4.00,1.03,0.25,349.00,3.67,21.81,0.90,1.97,0.33,9.66,175.00,50.14,174.00,49.86,4.00,5.00,3.00,60.00,5.26,87.00,0.00,17.76,44.00,46.32,7.52,96.00,8.87
Kimani Vidal,LAC,RB,13.00,117.90,9.07,268.00,42.61,464.00,40.31,155.00,643.00,4.15,3.00,1.00,0.00,32.00,26.00,7.00,1.00,-13.80,-0.09,17.21,-5.98,36.13,2.40,1.75,28.00,18.07,1.80,13.00,8.39,265.00,1.00,1.94,3.24,1.48,1.71,3.65,25.16,53.33,28.00,18.07,3.68,22.00,14.19,4.36,39.00,25.16,5.87,50.00,32.26,3.06,9.00,5.81,3.44,92.00,59.36,3.24,0.00,0.00,0.00,0.00,0.00,0.00,33.26,171.00,20.53,177.00,16.16,42.35,20.53,16.16,12.92,14.25,464.00,40.31,22.00,16.00,136.00,1.00,6.18,8.50,72.73,170.00,10.62,6.00,60.00,0.00,1.69,1.23,10.46,0.00,0.00,0.74,0.03,18.04,-0.04,268.00,0.51,1.00,4.54,60.00,0.00,16.00,72.73,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.91,4.00,54.85,0.61,41.79,0.41,3.36,0.00,35.08,0.87,64.92,0.31,4.54,0.00,40.91,40.91,13.64,4.00,1.49,0.00,9.00,3.36,0.00,253.00,94.40,0.54,0.00,0.00,0.00,2.00,0.75,0.00,-14.00,-0.64,-1.08,-0.05,-9.71,0.05,-0.31,-26.00,185.71,12.00,-85.71,0.00,1.00,0.00,0.00,4.54,0.00,0.00,3.50,4.00,18.18,0.58,177.00,16.16
Konata Mumpfield,LA,WR,16.00,25.20,1.58,169.00,27.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.00,30.13,23.00,10.00,92.00,1.00,,,,,,,,,1.44,0.62,5.75,,,-8.76,-0.38,-33.27,-30.30,169.00,0.54,0.00,0.00,0.00,0.00,12.00,52.17,83.33,3.00,13.04,1.00,33.33,0.00,0.00,0.00,34.78,0.00,49.11,0.37,49.11,0.74,1.78,0.00,27.81,0.64,72.19,0.51,56.52,13.04,17.39,0.00,13.04,129.00,76.33,0.71,37.00,21.89,0.00,1.00,0.59,0.00,0.00,0.00,0.00,2.00,1.18,0.00,296.00,12.87,18.50,1.75,0.31,0.09,5.45,107.00,36.15,189.00,63.85,0.00,3.00,0.00,0.00,13.04,0.00,0.00,3.71,18.00,78.26,2.87,23.00,2.12
Kyle Monangai,CHI,RB,17.00,142.70,8.39,245.00,40.97,452.00,39.41,169.00,783.00,4.63,5.00,0.00,0.00,40.00,36.00,10.00,3.00,-1.15,-0.01,155.66,13.88,45.56,2.41,2.22,31.00,18.34,2.28,15.00,8.88,255.00,0.00,1.18,3.13,2.00,1.51,4.44,14.20,69.23,43.00,25.44,3.44,51.00,30.18,5.51,9.00,5.32,5.11,53.00,31.36,4.40,7.00,4.14,4.86,84.00,49.70,3.13,0.00,0.00,0.00,0.00,0.00,0.00,33.47,187.00,22.29,199.00,18.04,39.67,22.29,18.04,10.56,11.69,452.00,39.41,30.00,18.00,164.00,0.00,5.47,9.11,60.00,162.00,9.00,7.00,34.00,0.00,1.76,1.06,9.65,0.00,0.00,-7.27,-0.24,-9.44,-19.63,245.00,0.67,2.00,6.67,59.00,0.00,24.00,80.00,75.00,3.00,10.00,0.00,0.00,0.00,5.00,20.83,36.67,9.00,53.88,0.80,40.41,0.52,5.71,0.50,25.71,0.65,74.29,0.68,23.33,0.00,36.67,13.33,26.67,11.00,4.49,0.00,11.00,4.49,0.00,219.00,89.39,0.75,1.00,0.41,0.00,3.00,1.22,0.00,2.00,0.07,0.12,0.01,82.00,0.08,0.04,7.00,350.00,-5.00,-250.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.02,2.00,6.67,0.31,199.00,18.04
Kyle Pitts,ATL,TE,17.00,210.80,12.40,543.00,95.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.00,85.61,118.00,88.00,928.00,5.00,7.86,10.54,74.58,400.00,4.54,52.00,36.00,1.00,6.94,5.18,54.59,5.00,3.00,25.53,0.22,82.67,3.91,543.00,1.71,12.00,10.17,304.00,0.00,96.00,81.36,91.67,19.00,16.10,10.00,52.63,1.00,3.00,3.12,55.93,10.00,48.80,1.85,48.25,1.60,2.95,1.25,30.76,2.22,69.24,1.48,22.03,16.10,43.22,6.78,10.17,103.00,18.97,1.05,191.00,35.17,1.66,1.00,0.18,0.00,49.00,9.02,1.92,199.00,36.65,2.05,869.00,7.36,51.12,1.60,1.07,0.46,20.84,613.00,70.54,256.00,29.46,45.00,8.00,2.00,25.00,6.78,52.00,0.00,20.66,67.00,56.78,11.43,118.00,11.26
Kyle Williams,NE,WR,17.00,48.90,2.88,160.00,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.00,27.46,21.00,10.00,209.00,3.00,,,,,,,,,1.24,0.59,12.29,,,9.84,0.47,30.58,6.05,160.00,1.31,3.00,14.29,142.00,3.00,12.00,57.14,83.33,3.00,14.29,1.00,33.33,0.00,1.00,8.33,42.86,0.00,55.00,1.60,43.12,0.99,1.88,0.00,33.12,1.87,66.88,1.03,33.33,23.81,38.10,0.00,4.76,145.00,90.62,1.44,15.00,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,19.05,23.53,2.50,0.52,0.12,8.67,179.00,44.75,221.00,55.25,15.00,8.00,2.00,25.00,38.10,70.00,2.00,3.82,17.00,80.95,2.77,23.00,2.20
Kyren Williams,LA,RB,17.00,267.30,15.72,461.00,74.36,738.00,67.58,259.00,1252.00,4.83,10.00,2.00,2.00,76.00,53.00,18.00,6.00,0.44,0.00,343.72,20.05,50.19,2.06,2.77,65.00,25.10,2.77,26.00,10.04,405.00,0.00,0.00,4.57,1.98,1.56,5.24,12.36,60.00,66.00,25.48,4.15,59.00,22.78,5.42,3.00,1.16,4.67,120.00,46.33,4.85,6.00,2.32,3.83,113.00,43.63,4.57,0.00,0.00,0.00,0.00,0.00,0.00,55.70,295.00,34.58,309.00,28.48,60.66,34.58,28.48,15.24,17.35,738.00,67.58,50.00,36.00,281.00,3.00,5.62,7.81,72.00,155.00,4.31,12.00,30.00,0.00,2.94,2.12,16.53,0.00,0.00,8.54,0.17,72.45,10.06,461.00,0.61,2.00,4.00,51.00,0.00,40.00,80.00,90.00,6.00,12.00,4.00,66.67,2.00,3.00,7.50,44.00,2.00,48.37,0.53,47.07,0.70,4.56,0.48,32.97,0.54,67.03,0.64,16.00,12.00,38.00,16.00,18.00,2.00,0.43,0.00,31.00,6.72,1.55,425.00,92.19,0.55,0.00,0.00,0.00,3.00,0.65,0.00,125.00,2.50,7.35,0.27,2.25,0.14,2.30,125.00,100.00,0.00,0.00,0.00,1.00,1.00,100.00,2.00,30.00,0.00,8.06,10.00,20.00,1.60,309.00,28.48
Ladd McConkey,LAC,WR,16.00,180.90,11.31,520.00,82.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.00,69.68,106.00,66.00,789.00,6.00,7.44,11.96,62.26,310.00,4.70,35.00,58.00,2.00,6.62,4.12,49.31,12.00,5.00,7.23,0.07,69.78,-3.98,520.00,1.52,8.00,7.55,248.00,2.00,71.00,66.98,92.96,8.00,7.55,1.00,12.50,0.00,3.00,4.22,49.06,9.00,52.50,1.48,42.69,1.61,4.62,1.08,40.77,1.61,59.04,1.46,25.47,19.81,39.62,8.49,6.60,181.00,34.81,1.87,332.00,63.85,1.33,1.00,0.19,0.00,0.00,0.00,0.00,6.00,1.15,1.50,1046.00,9.87,65.38,2.01,0.75,0.41,23.01,533.00,50.96,513.00,49.04,27.00,14.00,3.00,21.43,13.21,83.00,2.00,16.85,63.00,59.43,9.20,106.00,9.68
LeQuint Allen Jr.,JAX,RB,17.00,24.80,1.46,184.00,30.46,229.00,20.16,23.00,94.00,4.09,0.00,0.00,0.00,5.00,4.00,1.00,0.00,-3.23,-0.14,3.97,-4.45,26.09,1.83,2.26,4.00,17.39,2.26,2.00,8.70,22.00,0.00,0.00,3.33,1.70,0.96,4.81,8.70,66.67,11.00,47.83,4.46,5.00,21.74,2.80,1.00,4.35,9.00,4.00,17.39,4.25,0.00,0.00,0.00,15.00,65.22,3.33,0.00,0.00,0.00,0.00,0.00,0.00,4.70,33.00,3.96,34.00,3.11,5.82,4.39,3.36,2.56,3.67,229.00,20.16,11.00,10.00,54.00,0.00,,,,,,,,,0.65,0.59,3.18,,,-3.86,-0.35,-9.32,-38.59,184.00,0.29,0.00,0.00,0.00,0.00,10.00,90.91,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,41.85,0.22,52.72,0.38,5.44,0.00,28.26,0.00,71.74,0.41,0.00,0.00,72.73,18.18,9.09,5.00,2.72,0.00,17.00,9.24,1.00,155.00,84.24,0.24,0.00,0.00,0.00,7.00,3.80,0.00,-15.00,-1.36,-0.88,-0.08,-3.60,0.02,-0.31,-7.00,46.67,-8.00,53.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,2.00,18.18,0.31,34.00,3.11
Lil'Jordan Humphrey,DEN,WR,10.00,34.60,3.46,165.00,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.00,28.01,25.00,13.00,156.00,1.00,,,,,,,,,2.50,1.30,15.60,,,7.94,0.32,8.27,-8.49,165.00,0.94,2.00,8.00,56.00,0.00,14.00,56.00,92.86,4.00,16.00,3.00,75.00,1.00,0.00,0.00,48.00,1.00,46.67,0.62,47.88,1.37,5.46,0.00,30.30,0.30,69.70,1.23,48.00,8.00,20.00,12.00,12.00,110.00,66.67,0.83,53.00,32.12,1.23,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.21,0.00,277.00,11.08,27.70,1.68,0.56,0.10,6.17,131.00,47.29,146.00,52.71,0.00,3.00,1.00,33.33,12.00,34.00,0.00,3.93,18.00,72.00,2.68,25.00,2.29
